PMID,Title,Authors,Journal,Publication Date,Abstract,Publication Type,MeSH Terms
33049057,Naive T-cell depletion in stem cell transplantation.,Bleakley Marie,Blood advances,"{'Year': '2020', 'Month': 'Oct', 'Day': '13'}","Allogeneic hematopoietic stem cell transplantation (HCT) is curative in many patients with advanced hematopoietic malignancies. Donor T cells not only facilitate engraftment and protect against opportunistic pathogens and residual disease, but can also cause graft-versus-host disease (GVHD), with significant morbidity and mortality. Complete T-cell depletion can not only substantially reduce GVHD rates but can also delay immune reconstitution and increase rates of opportunistic infections and relapse. Murine models have shown that naive T cells (TNs) consistently cause severe GVHD, whereas memory T cells cause milder or no GVHD and have critical graft-versus-tumor function. Informed by experiments performed in murine models of HCT, clinical trials are being conducted to evaluate TN-depleted peripheral blood stem cell (PBSC) grafts. These trials are showing very low rates of chronic GVHD and of serious acute GVHD in the HLA-matched HCT setting, with lower frequencies of opportunistic infections than after fully T-cell-depleted HCT and no apparent increase in relapse rates. Randomized clinical trials are ongoing, comparing standard unselected HCT with TN-depleted PBSCs and other promising GVHD-reduction strategies. Correlative laboratory studies will clarify how antitumor function is retained in TN-depleted HCT and inform strategies to further augment graft-versus-leukemia in patients at a high risk of relapse. TN depletion of donor lymphocyte infusions and of haploidentical stem cell grafts is also being investigated.",Journal Article,"Animals, Graft vs Host Disease, Hematologic Neoplasms, Hematopoietic Stem Cell Transplantation, Humans, Lymphocyte Depletion, Mice, T-Lymphocytes"
38316133,"Oral decitabine plus cedazuridine and venetoclax in patients with higher-risk myelodysplastic syndromes or chronic myelomonocytic leukaemia: a single-centre, phase 1/2 study.","Bataller Alex, Montalban-Bravo Guillermo, Bazinet Alexandre, Alvarado Yesid, Chien Kelly, Venugopal Sangeetha, Ishizawa Jo, Hammond Danielle, Swaminathan Mahesh, Sasaki Koji, Issa Ghayas C, Short Nicholas J, Masarova Lucia, Daver Naval G, Kadia Tapan M, Colla Simona, Qiao Wei, Huang Xuelin, Kanagal-Shamanna Rashmi, Hendrickson Stephany, Ravandi Farhad, Jabbour Elias, Kantarjian Hagop, Garcia-Manero Guillermo",The Lancet. Haematology,"{'Year': '2024', 'Month': 'Mar'}",Hypomethylating agents are approved in higher-riskmyelodysplastic syndromes. The combination of a hypomethylating agent with venetoclax is standard of care in acute myeloid leukaemia. We investigated the safety and activity of the first totally oral combination of decitabine plus cedazuridine and venetoclax in patients with higher-risk-myelodysplastic syndromes and chronic myelomonocytic leukaemia.,"Clinical Trial, Phase II, Clinical Trial, Phase I, Journal Article","Humans, Male, Female, Adult, Middle Aged, Aged, Aged, 80 and over, Decitabine, Treatment Outcome, Leukemia, Myelomonocytic, Chronic, Leukemia, Myeloid, Acute, Myelodysplastic Syndromes, Sulfonamides, Uridine, Bridged Bicyclo Compounds, Heterocyclic"
35790816,Efficacy of avapritinib versus best available therapy in the treatment of advanced systemic mastocytosis.,"Reiter Andreas, Gotlib Jason, Álvarez-Twose Iván, Radia Deepti H, Lübke Johannes, Bobbili Priyanka J, Wang Aolin, Norregaard Chelsea, Dimitrijevic Saša, Sullivan Erin, Louie-Gao Melinda, Schwaab Juliana, Galinsky Ilene A, Perkins Cecelia, Sperr Wolfgang R, Sriskandarajah Priya, Chin Andi, Sendhil Selvam R, Duh Mei Sheng, Valent Peter, DeAngelo Daniel J",Leukemia,"{'Year': '2022', 'Month': 'Aug'}","Advanced systemic mastocytosis (AdvSM) is a rare myeloid neoplasm associated with poor overall survival (OS). This study (NCT04695431) compared clinical outcomes between patients with AdvSM treated with avapritinib in the Phase 1 EXPLORER (NCT0256198) and Phase 2 PATHFINDER (NCT03580655) trials (N = 176) and patients treated with best available therapy (BAT; N = 141). A multi-center, observational, retrospective chart review study was conducted at six study sites (four European, two American) to collect data from patients with AdvSM who received BAT; these data were pooled with data from EXPLORER and PATHFINDER. Comparisons between outcomes of OS, duration of treatment (DOT), and maximum reduction in serum tryptase were conducted between the treatment cohorts, with adjustment for key covariates. The results indicated that the avapritinib cohort had significantly better survival (adjusted hazard ratio (HR) (95% confidence interval (CI)): 0.48 (0.29, 0.79); p = 0.004) and significantly longer DOT (HR: 0.36 (0.26, 0.51); p < 0.001) compared to the BAT cohort. Additionally, the mean difference in percentage maximum reduction in serum tryptase levels was 60.3% greater in the avapritinib cohort (95% CI: -72.8, -47.9; p < 0.001). With no randomized controlled trials comparing avapritinib to BAT, these data offer crucial insights into the improved efficacy of avapritinib for the treatment of AdvSM.","Journal Article, Multicenter Study, Observational Study","Humans, Mastocytosis, Systemic, Pyrazoles, Pyrroles, Retrospective Studies, Triazines, Tryptases"
37331225,Advanced Systemic Mastocytosis with associated haematological neoplasm: Treatment with avapritinib can facilitate successful bridge to allogeneic haematopoietic cell transplant.,"Sriskandarajah P, McLornan D P, Oni C, Wilson A J, Woodley C, Ciesielska M, Raj K, Dillon R, Ethell M, Chacko J, Orchard K, Radia D H",Current research in translational medicine,"{'Year': '2023', 'Season': 'Jul-Sep'}","Advanced systemic mastocytosis (AdvSM) is a rare, life-limiting mast cell (MC) neoplasm, with approximately 70% patients having an associated haematological neoplasm (AHN). Avapritinib, a selective tyrosine kinase inhibitor targeting KIT D816V, has shown potent activity translating clinically into durable responses in the phase 1 EXPLORER (NCT02561988) and phase 2 PATHFINDER (NCT03580655) studies. We report three patients with AdvSM-AHN on avapritinib who achieved complete remission (CR) of SM and were successfully bridged to allogeneic haematopoietic cell transplant (allo-HCT). Two cases additionally highlight the risk of clonal evolution within the AHN component and requirement for close monitoring while on targeted therapy.",Letter,
35790816,Efficacy of avapritinib versus best available therapy in the treatment of advanced systemic mastocytosis.,"Reiter Andreas, Gotlib Jason, Álvarez-Twose Iván, Radia Deepti H, Lübke Johannes, Bobbili Priyanka J, Wang Aolin, Norregaard Chelsea, Dimitrijevic Saša, Sullivan Erin, Louie-Gao Melinda, Schwaab Juliana, Galinsky Ilene A, Perkins Cecelia, Sperr Wolfgang R, Sriskandarajah Priya, Chin Andi, Sendhil Selvam R, Duh Mei Sheng, Valent Peter, DeAngelo Daniel J",Leukemia,"{'Year': '2022', 'Month': 'Aug'}","Advanced systemic mastocytosis (AdvSM) is a rare myeloid neoplasm associated with poor overall survival (OS). This study (NCT04695431) compared clinical outcomes between patients with AdvSM treated with avapritinib in the Phase 1 EXPLORER (NCT0256198) and Phase 2 PATHFINDER (NCT03580655) trials (N = 176) and patients treated with best available therapy (BAT; N = 141). A multi-center, observational, retrospective chart review study was conducted at six study sites (four European, two American) to collect data from patients with AdvSM who received BAT; these data were pooled with data from EXPLORER and PATHFINDER. Comparisons between outcomes of OS, duration of treatment (DOT), and maximum reduction in serum tryptase were conducted between the treatment cohorts, with adjustment for key covariates. The results indicated that the avapritinib cohort had significantly better survival (adjusted hazard ratio (HR) (95% confidence interval (CI)): 0.48 (0.29, 0.79); p = 0.004) and significantly longer DOT (HR: 0.36 (0.26, 0.51); p < 0.001) compared to the BAT cohort. Additionally, the mean difference in percentage maximum reduction in serum tryptase levels was 60.3% greater in the avapritinib cohort (95% CI: -72.8, -47.9; p < 0.001). With no randomized controlled trials comparing avapritinib to BAT, these data offer crucial insights into the improved efficacy of avapritinib for the treatment of AdvSM.","Journal Article, Multicenter Study, Observational Study","Humans, Mastocytosis, Systemic, Pyrazoles, Pyrroles, Retrospective Studies, Triazines, Tryptases"
35640224,Efficacy and safety of avapritinib in previously treated patients with advanced systemic mastocytosis.,"Reiter Andreas, Schwaab Juliana, DeAngelo Daniel J, Gotlib Jason, Deininger Michael W, Pettit Kristen M, Alvarez-Twose Iván, Vannucchi Alessandro M, Panse Jens, Platzbecker Uwe, Hermine Olivier, Dybedal Ingunn, Lin Hui-Min, Rylova Svetlana N, Ehlert Katrin, Dimitrijević Saša, Radia Deepti H",Blood advances,"{'Year': '2022', 'Month': 'Nov', 'Day': '08'}","Advanced systemic mastocytosis (AdvSM) is a rare myeloid neoplasm, driven by the KIT D816V mutation in &gt;90% of patients. Avapritinib, a potent, highly selective D816V-mutant KIT inhibitor, is approved for treatment of adults with AdvSM by the US Food and Drug Administration, regardless of prior therapy, and the European Medicines Agency for patients with prior systemic therapy, based on EXPLORER (#NCT02561988; clinicaltrials.gov) and PATHFINDER (#NCT03580655; clinicaltrials.gov) clinical studies. We present latest pooled efficacy and safety analyses from patients who received ≥1 systemic therapy prior to avapritinib in EXPLORER/PATHFINDER. Overall response rate in response-evaluable patients (n = 31) was 71% (95% confidence interval: 52% to 86%; 22/31), including 19% (6/31) with complete remission (CR)/CR with partial recovery of peripheral blood counts (CRh). Median time to response was 2.3 months, median time to CR/CRh was 7.4 months, and median duration of response (DOR) was not reached. Reductions ≥50% in bone marrow mast cell infiltration (89%), KIT D816V variant allele fraction (66%), serum tryptase (89%), and reductions ≥35% in spleen size (70%) occurred in most patients. Median OS was not reached (median follow-up 17.7 months). Avapritinib was effective in all AdvSM subtypes, regardless of number/type of prior therapies or poor prognostic somatic mutations. Treatment-related adverse events (TRAEs) were observed in 94% of patients, most commonly grade 1/2; 57% had TRAEs of at least grade 3; 81% remained on treatment at 6 months. Avapritinib in adults with AdvSM who received prior systemic therapy was generally well tolerated, with high response rates regardless of prior systemic therapy.","Clinical Trial, Journal Article, Research Support, Non-U.S. Gov't","Adult, Humans, Mastocytosis, Systemic, Proto-Oncogene Proteins c-kit, Pyrazoles, Pyrroles"
34873345,Efficacy and safety of avapritinib in advanced systemic mastocytosis: interim analysis of the phase 2 PATHFINDER trial.,"Gotlib Jason, Reiter Andreas, Radia Deepti H, Deininger Michael W, George Tracy I, Panse Jens, Vannucchi Alessandro M, Platzbecker Uwe, Alvarez-Twose Iván, Mital Andrzej, Hermine Olivier, Dybedal Ingunn, Hexner Elizabeth O, Hicks Lisa K, Span Lambert, Mesa Ruben, Bose Prithviraj, Pettit Kristen M, Heaney Mark L, Oh Stephen T, Sen Jayita, Lin Hui-Min, Mar Brenton G, DeAngelo Daniel J",Nature medicine,"{'Year': '2021', 'Month': 'Dec'}","Advanced systemic mastocytosis (AdvSM) is a rare, KIT D816V-driven hematologic neoplasm characterized by mast cell infiltration and shortened survival. We report the results of a prespecified interim analysis of an ongoing pivotal single-arm phase 2 trial (no. NCT03580655 ) of avapritinib, a potent, selective KIT D816V inhibitor administered primarily at a once-daily starting dose of 200 mg in patients with AdvSM (n = 62). The primary endpoint was overall response rate (ORR). Secondary endpoints included mean baseline change in AdvSM-Symptom Assessment Form Total Symptom Score and quality of life, time to response, duration of response, progression-free survival, overall survival, changes in measures of disease burden and safety. The primary endpoint was successfully met (P = 1.6 × 10<sup>-9</sup>), with an ORR of 75% (95% confidence interval 57-89) in 32 response-evaluable patients with AdvSM who had sufficient follow-up for response assessment, including 19% with complete remission with full or partial hematologic recovery. Reductions of ≥50% from baseline in serum tryptase (93%), bone marrow mast cells (88%) and KIT D816V variant allele fraction (60%) were observed. The most frequent grade ≥3 adverse events were neutropenia (24%), thrombocytopenia (16%) and anemia (16%). Avapritinib demonstrated a high rate of clinical, morphological and molecular responses and was generally well tolerated in patients with AdvSM.","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Adult, Aged, Aged, 80 and over, Clinical Trials, Phase II as Topic, Female, Humans, Male, Mastocytosis, Systemic, Middle Aged, Pyrazoles, Pyrroles, Triazines"
32645016,"Fadraciclib (CYC065), a novel CDK inhibitor, targets key pro-survival and oncogenic pathways in cancer.","Frame Sheelagh, Saladino Chiara, MacKay Craig, Atrash Butrus, Sheldrake Peter, McDonald Edward, Clarke Paul A, Workman Paul, Blake David, Zheleva Daniella",PloS one,{'Year': '2020'},"Cyclin-dependent kinases (CDKs) contribute to the cancer hallmarks of uncontrolled proliferation and increased survival. As a result, over the last two decades substantial efforts have been directed towards identification and development of pharmaceutical CDK inhibitors. Insights into the biological consequences of CDK inhibition in specific tumor types have led to the successful development of CDK4/6 inhibitors as treatments for certain types of breast cancer. More recently, a new generation of pharmaceutical inhibitors of CDK enzymes that regulate the transcription of key oncogenic and pro-survival proteins, including CDK9, have entered clinical development. Here, we provide the first disclosure of the chemical structure of fadraciclib (CYC065), a CDK inhibitor and clinical candidate designed by further optimization from the aminopurine scaffold of seliciclib. We describe its synthesis and mechanistic characterization. Fadraciclib exhibits improved potency and selectivity for CDK2 and CDK9 compared to seliciclib, and also displays high selectivity across the kinome. We show that the mechanism of action of fadraciclib is consistent with potent inhibition of CDK9-mediated transcription, decreasing levels of RNA polymerase II C-terminal domain serine 2 phosphorylation, the pro-survival protein Myeloid Cell Leukemia 1 (MCL1) and MYC oncoprotein, and inducing rapid apoptosis in cancer cells. This cellular potency and mechanism of action translate to promising anti-cancer activity in human leukemia mouse xenograft models. Studies of leukemia cell line sensitivity identify mixed lineage leukemia (MLL) gene status and the level of B-cell lymphoma 2 (BCL2) family proteins as potential markers for selection of patients with greater sensitivity to fadraciclib. We show that the combination of fadraciclib with BCL2 inhibitors, including venetoclax, is synergistic in leukemic cell models, as predicted from simultaneous inhibition of MCL1 and BCL2 pro-survival pathways. Fadraciclib preclinical pharmacology data support its therapeutic potential in CDK9- or CDK2-dependent cancers and as a rational combination with BCL2 inhibitors in hematological malignancies. Fadraciclib is currently in Phase 1 clinical studies in patients with advanced solid tumors (NCT02552953) and also in combination with venetoclax in patients with relapsed or refractory chronic lymphocytic leukemia (CLL) (NCT03739554) and relapsed refractory acute myeloid leukemia (AML) or myelodysplastic syndrome (MDS) (NCT04017546).","Journal Article, Research Support, Non-U.S. Gov't","Adenosine, Animals, Antineoplastic Agents, Bridged Bicyclo Compounds, Heterocyclic, Cell Cycle Checkpoints, Cell Line, Tumor, Cyclin-Dependent Kinase 2, Cyclin-Dependent Kinase 9, Cyclin-Dependent Kinases, Humans, Mice, Myeloid Cell Leukemia Sequence 1 Protein, Protein Kinase Inhibitors, Sulfonamides"
39537648,The IL-1β inhibitor canakinumab in previously treated lower-risk myelodysplastic syndromes: a phase 2 clinical trial.,"Rodriguez-Sevilla Juan Jose, Adema Vera, Chien Kelly S, Loghavi Sanam, Ma Feiyang, Yang Hui, Montalban-Bravo Guillermo, Huang Xuelin, Calvo Xavier, Joseph Joby, Bodden Kristy, Garcia-Manero Guillermo, Colla Simona",Nature communications,"{'Year': '2024', 'Month': 'Nov', 'Day': '13'}","In myelodysplastic syndromes (MDS), the IL-1β pathway is upregulated, and previous studies using mouse models of founder MDS mutations demonstrated that it enhances hematopoietic stem and progenitor cells' (HSPCs') aberrant differentiation towards the myeloid lineage at the expense of erythropoiesis. To evaluate whether targeting the IL-1β signaling pathway can rescue ineffective erythropoiesis in patients with MDS, we designed a phase 2 non-randomized single-arm clinical trial (NCT04239157) to assess the safety profile and efficacy of the IL-1β inhibitor canakinumab in previously treated lower-risk MDS patients. We enrolled 25 patients with a median age of 74 years; 60% were male, 16% had lower-risk MDS, 84% had intermediate-1 risk MDS according to the International Prognostic Scoring System score, and 80% failed hypomethylating agent therapy. The study met the primary endpoint of defining the clinical activity of canakinumab, and the secondary objective of determining the safety profile, including the rate of transfusion independence, the duration of response, progression-free survival, leukemia-free survival, and overall survival. The overall response rate was 17.4%, with all responses including hematological improvement. Sequential post-hoc prospective single-cell RNA sequencing analyses of HSPCs and bone marrow mononuclear cells at different time points during therapy showed that canakinumab's on-target effects in hematopoietic populations expressing the IL-1β receptor decreased the TNF-mediated inflammatory signaling pathway but rescued ineffective erythropoiesis only in the context of lower genetic complexity. This study demonstrates that better stratification strategies could target lower-risk MDS patients more effectively.","Journal Article, Clinical Trial, Phase II","Humans, Myelodysplastic Syndromes, Male, Interleukin-1beta, Female, Antibodies, Monoclonal, Humanized, Aged, Middle Aged, Aged, 80 and over, Erythropoiesis, Treatment Outcome"
40009498,Venetoclax and Decitabine vs Intensive Chemotherapy as Induction for Young Patients with Newly Diagnosed AML.,"Lu Jing, Xue Shengli, Wang Ying, He Xuefeng, Hu Xiaohui, Miao Miao, Zhang Yang, Tang Zaixiang, Xie Jundan, Yang Xiaofei, Xu Mingzhu, Shen Yaoyao, Du Feng, Wu Qian, Xue Mengxing, Wang Yun, Deng Ailing, Dou Xueqing, Xu Yang, Dai Haiping, Wu Depei, Chen Suning",Blood,"{'Year': '2025', 'Month': 'Feb', 'Day': '26'}","Venetoclax combined with hypomethylating agents is approved for frontline therapy in older/unfit acute myeloid leukemia (AML) patients. However, prospective data on this low intensity therapy in treatment-naive younger AML patients are lacking. This study investigated the efficacy and safety of venetoclax plus decitabine (VEN-DEC) as induction in untreated young fit AML patients in a randomized trial. Patients aged 18-59 years eligible for intensive chemotherapy were randomized 1:1 to receive VEN-DEC or IA-12 (idarubicin and cytarabine). All patients achieving CR/CRi underwent high-dose cytarabine consolidation. The primary endpoint was the composite complete remission rate (CRc) rate after induction therapy. Of 255 screened, 188 were enrolled and randomly assigned, with 94 in each group. In the intention-to-treat population, CRc was 89% (84/94) in the VEN-DEC group versus 79% (74/94) in IA-12 (non-inferiority P = 0.0021). MRD negativity after induction was 80% (67/84) versus 76% (56/74), respectively. VEN-DEC showed superior CRc in patients aged ≥40 years (91% vs. 75%), those with adverse risk (91% vs. 42%) or epigenetic mutations (91% vs. 67%) , but lower CRc in RUNX1::RUNX1T1 fusion cases (44% vs. 88%) compared to IA-12. Patients in the VEN-DEC group experienced fewer grade ≥3 infections (32% vs. 67%) and shorter severe thrombocytopenia duration (median 13 vs. 19 days, P < 0.001). At a median follow-up of 12.1 months, overall and progression-free survival were similar between groups. In conclusion, VEN-DEC demonstrated non-inferior response rates with superior safety over IA-12 in young AML patients. The trial was registered at ClinicalTrials.gov as #NCT05177731.",Journal Article,
36892565,Combinatorial BCL2 Family Expression in Acute Myeloid Leukemia Stem Cells Predicts Clinical Response to Azacitidine/Venetoclax.,"Waclawiczek Alexander, Leppä Aino-Maija, Renders Simon, Stumpf Karolin, Reyneri Cecilia, Betz Barbara, Janssen Maike, Shahswar Rabia, Donato Elisa, Karpova Darja, Thiel Vera, Unglaub Julia M, Grabowski Susanna, Gryzik Stefanie, Vierbaum Lisa, Schlenk Richard F, Röllig Christoph, Hundemer Michael, Pabst Caroline, Heuser Michael, Raffel Simon, Müller-Tidow Carsten, Sauer Tim, Trumpp Andreas",Cancer discovery,"{'Year': '2023', 'Month': 'Jun', 'Day': '02'}","The BCL2 inhibitor venetoclax (VEN) in combination with azacitidine (5-AZA) is currently transforming acute myeloid leukemia (AML) therapy. However, there is a lack of clinically relevant biomarkers that predict response to 5-AZA/VEN. Here, we integrated transcriptomic, proteomic, functional, and clinical data to identify predictors of 5-AZA/VEN response. Although cultured monocytic AML cells displayed upfront resistance, monocytic differentiation was not clinically predictive in our patient cohort. We identified leukemic stem cells (LSC) as primary targets of 5-AZA/VEN whose elimination determined the therapy outcome. LSCs of 5-AZA/VEN-refractory patients displayed perturbed apoptotic dependencies. We developed and validated a flow cytometry-based ""Mediators of apoptosis combinatorial score"" (MAC-Score) linking the ratio of protein expression of BCL2, BCL-xL, and MCL1 in LSCs. MAC scoring predicts initial response with a positive predictive value of more than 97% associated with increased event-free survival. In summary, combinatorial levels of BCL2 family members in AML-LSCs are a key denominator of response, and MAC scoring reliably predicts patient response to 5-AZA/VEN.","Journal Article, Research Support, Non-U.S. Gov't","Humans, Proteomics, Proto-Oncogene Proteins c-bcl-2, Leukemia, Myeloid, Acute, Bridged Bicyclo Compounds, Heterocyclic, Azacitidine, Stem Cells, Antineoplastic Combined Chemotherapy Protocols"
38339248,Nivolumab Plus 5-Azacitidine in Pediatric Relapsed/Refractory Acute Myeloid Leukemia (AML): Phase I/II Trial Results from the Therapeutic Advances in Childhood Leukemia and Lymphoma (TACL) Consortium.,"Verma Anupam, Chi Yueh-Yun, Malvar Jemily, Lamble Adam, Chaudhury Sonali, Agarwal Archana, Li Hong-Tao, Liang Gangning, Leong Roy, Brown Patrick A, Kaplan Joel, Schafer Eric S, Slone Tamra, Pauly Melinda, Chang Bill H, Stieglitz Elliot, Wayne Alan S, Hijiya Nobuko, Bhojwani Deepa",Cancers,"{'Year': '2024', 'Month': 'Jan', 'Day': '24'}","Improvements in survival have been made over the past two decades for childhood acute myeloid leukemia (AML), but the approximately 40% of patients who relapse continue to have poor outcomes. A combination of checkpoint-inhibitor nivolumab and azacitidine has demonstrated improvements in median survival in adults with AML. This phase I/II study with nivolumab and azacitidine in children with relapsed/refractory AML (NCT03825367) was conducted through the Therapeutic Advances in Childhood Leukemia & Lymphoma consortium. Thirteen patients, median age 13.7 years, were enrolled. Patients had refractory disease with multiple reinduction attempts. Twelve evaluable patients were treated at the recommended phase II dose (established at dose level 1, 3 mg/kg/dose). Four patients (33%) maintained stable disease. This combination was well tolerated, with no dose-limiting toxicities observed. Grade 3-4 adverse events (AEs) were primarily hematological. Febrile neutropenia was the most common AE ≥ grade 3. A trend to improved quality of life was noted. Increases in CD8+ T cells and reductions in CD4+/CD8+ T cells and demethylation were observed. The combination was well tolerated and had an acceptable safety profile in pediatric patients with relapsed/refractory AML. Future studies might explore this combination for the maintenance of remission in children with AML at high risk of relapse.",Journal Article,
38605166,Feasibility of functional precision medicine for guiding treatment of relapsed or refractory pediatric cancers.,"Acanda De La Rocha Arlet M, Berlow Noah E, Fader Maggie, Coats Ebony R, Saghira Cima, Espinal Paula S, Galano Jeanette, Khatib Ziad, Abdella Haneen, Maher Ossama M, Vorontsova Yana, Andrade-Feraud Cristina M, Daccache Aimee, Jacome Alexa, Reis Victoria, Holcomb Baylee, Ghurani Yasmin, Rimblas Lilliam, Guilarte Tomás R, Hu Nan, Salyakina Daria, Azzam Diana J",Nature medicine,"{'Year': '2024', 'Month': 'Apr'}","Children with rare, relapsed or refractory cancers often face limited treatment options, and few predictive biomarkers are available that can enable personalized treatment recommendations. The implementation of functional precision medicine (FPM), which combines genomic profiling with drug sensitivity testing (DST) of patient-derived tumor cells, has potential to identify treatment options when standard-of-care is exhausted. The goal of this prospective observational study was to generate FPM data for pediatric patients with relapsed or refractory cancer. The primary objective was to determine the feasibility of returning FPM-based treatment recommendations in real time to the FPM tumor board (FPMTB) within a clinically actionable timeframe (<4 weeks). The secondary objective was to assess clinical outcomes from patients enrolled in the study. Twenty-five patients with relapsed or refractory solid and hematological cancers were enrolled; 21 patients underwent DST and 20 also completed genomic profiling. Median turnaround times for DST and genomics were within 10 days and 27 days, respectively. Treatment recommendations were made for 19 patients (76%), of whom 14 received therapeutic interventions. Six patients received subsequent FPM-guided treatments. Among these patients, five (83%) experienced a greater than 1.3-fold improvement in progression-free survival associated with their FPM-guided therapy relative to their previous therapy, and demonstrated a significant increase in progression-free survival and objective response rate compared to those of eight non-guided patients. The findings from our proof-of-principle study illustrate the potential for FPM to positively impact clinical care for pediatric and adolescent patients with relapsed or refractory cancers and warrant further validation in large prospective studies. ClinicalTrials.gov registration: NCT03860376 .","Observational Study, Journal Article","Adolescent, Child, Humans, Precision Medicine, Prospective Studies, Feasibility Studies, Neoplasms, Hematologic Neoplasms"
38423051,"Pivekimab sunirine (IMGN632), a novel CD123-targeting antibody-drug conjugate, in relapsed or refractory acute myeloid leukaemia: a phase 1/2 study.","Daver Naval G, Montesinos Pau, DeAngelo Daniel J, Wang Eunice S, Papadantonakis Nikolaos, Todisco Elisabetta, Sweet Kendra L, Pemmaraju Naveen, Lane Andrew A, Torres-Miñana Laura, Thompson James E, Konopleva Marina Y, Sloss Callum M, Watkins Krystal, Bedse Gaurav, Du Yining, Malcolm Kara E, Zweidler-McKay Patrick A, Kantarjian Hagop M",The Lancet. Oncology,"{'Year': '2024', 'Month': 'Mar'}","Pivekimab sunirine (IMGN632) is a first-in-class antibody-drug conjugate comprising a high-affinity CD123 antibody, cleavable linker, and novel indolinobenzodiazepine pseudodimer payload. CD123 is overexpressed in several haematological malignancies, including acute myeloid leukaemia. We present clinical data on pivekimab sunirine in relapsed or refractory acute myeloid leukaemia.","Clinical Trial, Phase I, Clinical Trial, Phase II, Journal Article","Humans, Female, Male, Immunoconjugates, Interleukin-3 Receptor alpha Subunit, Leukemia, Myeloid, Acute, Drug-Related Side Effects and Adverse Reactions, Hematologic Neoplasms, Febrile Neutropenia"
38744144,Phase 1 study of azacitidine in combination with quizartinib in patients with FLT3 or CBL mutated MDS and MDS/MPN.,"Montalban-Bravo Guillermo, Jabbour Elias, Chien Kelly, Hammond Danielle, Short Nicholas, Ravandi Farhad, Konopleva Marina, Borthakur Gautam, Daver Naval, Kanagal-Shammana Rashmi, Loghavi Sanam, Qiao Wei, Huang Xuelin, Schneider Heather, Meyer Meghan, Kantarjian Hagop, Garcia-Manero Guillermo",Leukemia research,"{'Year': '2024', 'Month': 'Jul'}","We conducted a phase 1 study evaluating 3 dose levels of quizartinib (30 mg, 40 mg or 60 mg) in combination with azacitidine for HMA-naïve or relapsed/refractory MDS or MDS/MPN with FLT3 or CBL mutations. Overall, 12 patients (HMA naïve: n=9, HMA failure: n=3) were enrolled; 7 (58 %) patients had FLT3 mutations and 5 (42 %) had CBL mutations. The maximum tolerated dose was not reached. Most common grade 3-4 treatment-emergent adverse events were thrombocytopenia (n=5, 42 %), anemia (n=4, 33 %), lung infection (n=2, 17 %), skin infection (n=2, 17 %), hyponatremia (n=2, 17 %) and sepsis (n=2, 17 %). The overall response rate was 83 % with median relapse-free and overall survivals of 15.1 months (95 % CI 0.0-38.4 months) and 17.5 months (95 % CI NC-NC), respectively. FLT3 mutation clearance was observed in 57 % (n=4) patients. These data suggest quizartinib is safe and shows encouraging activity in FLT3-mutated MDS and MDS/MPN. This study is registered at Clinicaltrials.gov as NCT04493138.","Journal Article, Clinical Trial, Phase I","Humans, fms-Like Tyrosine Kinase 3, Male, Aged, Female, Middle Aged, Mutation, Myelodysplastic Syndromes, Benzothiazoles, Phenylurea Compounds, Azacitidine, Aged, 80 and over, Proto-Oncogene Proteins c-cbl, Antineoplastic Combined Chemotherapy Protocols, Myeloproliferative Disorders, Adult"
34083339,Individualised physical activity programme in patients over 65 years with haematological malignancies (OCAPI): protocol for a single-arm feasibility trial.,"Fournier Baptiste, Nicolas-Virelizier Emmanuelle, Russo Chiara, Pérol Olivia, Millet Guillaume Y, Maire Aurélia, Delrieu Lidia, Michallet Anne-Sophie, Assaad Souad, Belhabri Amine, Gilis Lila, Guillermin Yann, Lebras Laure, Rey Philippe, Santana Clémence, Pretet-Flamand Emilie, Terret Catherine, Michallet Mauricette, Fervers Béatrice",BMJ open,"{'Year': '2021', 'Month': 'Jun', 'Day': '03'}","Older adults with cancer suffer from the combined effects of ageing, cancer disease and treatment side effects. The main treatment for patients with haematological malignancies is chemotherapy, associated with significant toxicities. Chemotherapy can alter patients' physical function and quality of life which are often already diminished in older patients due to ageing and comorbidities. It therefore seems essential to develop and to evaluate interventions capable of preventing physical and psychosocial decline and its consequences. Promoting physical activity is a promising approach to improve physical function and quality of life in older adults with cancer, but there are limited data on the feasibility of such interventions among older patients with haematological malignancies, concomitant to chemotherapy.","Clinical Trial Protocol, Journal Article, Research Support, Non-U.S. Gov't","Aged, Exercise, Feasibility Studies, Hematologic Neoplasms, Humans, Prospective Studies, Quality of Life, Randomized Controlled Trials as Topic"
