PMID,Title,Authors,Journal,PublicationDate,Abstract,PublicationType,MeSHTerms,KeyWords,DataBankList,PublicationTypeList,DataBankName,Accession
34955443,Phase Ib trial of lenalidomide as post-remission therapy for older adults with acute myeloid leukemia: Safety and longitudinal assessment of geriatric functional domains.,"Woods Justin D, Zeidner Joshua F, Van Deventer Hendrik W, Jamieson Katarzyna, Matson Melissa, Zhang Jack, Pulley William, Brenizer Tucker, Muss Hyman, Nyrop Kirsten A, Vohra Sanah N, Deal Allison M, Ivanova Anastasia, Foster Matthew C",Journal of geriatric oncology,"{'Year': '2022', 'Month': 'May'}","Novel, non-cytotoxic agents are driving a paradigm shift for treatment of older adults with acute myeloid leukemia (AML). Older patients who initially receive intensive cytotoxic induction may choose to not proceed with cytotoxic consolidation therapy. Lenalidomide is an orally-administered immunomodulatory small molecule with activity in AML and a favorable safety profile in older adults with active leukemia. We conducted a phase Ib study of lenalidomide as post-remission therapy in older adults and assessed its impact on geriatric functional domains.","Clinical Trial, Phase I, Journal Article","Aged, Antineoplastic Agents, Bayes Theorem, Cohort Studies, Humans, Lenalidomide, Leukemia, Myeloid, Acute","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('Geriatric assessment', attributes={'MajorTopicYN': 'N'}), StringElement('Lenalidomide', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01578954']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT01578954
34933333,A randomized phase 2 trial of azacitidine with or without durvalumab as first-line therapy for older patients with AML.,"Zeidan Amer M, Boss Isaac, Beach C L, Copeland Wilbert B, Thompson Ethan, Fox Brian A, Hasle Vanessa E, Hellmann Andrzej, Taussig David C, Tormo Mar, Voso Maria Teresa, Cavenagh James, O'Connor Tim, Previtali Alessandro, Rose Shelonitda, Silverman Lewis R",Blood advances,"{'Year': '2022', 'Month': 'Apr', 'Day': '12'}","Evidence suggests that combining immunotherapy with hypomethylating agents may enhance antitumor activity. This phase 2 study investigated the activity and safety of durvalumab, a programmed death-ligand 1 (PD-L1) inhibitor, combined with azacitidine for patients aged ≥65 years with acute myeloid leukemia (AML), including analyses to identify biomarkers of treatment response. Patients were randomized to first-line therapy with azacitidine 75 mg/m2 on days 1 through 7 with (Arm A, n = 64) or without (Arm B, n = 65) durvalumab 1500 mg on day 1 every 4 weeks. Overall response rate (complete response [CR] + CR with incomplete blood recovery) was similar in both arms (Arm A, 31.3%; Arm B, 35.4%), as were overall survival (Arm A, 13.0 months; Arm B, 14.4 months) and duration of response (Arm A, 24.6 weeks; Arm B, 51.7 weeks; P = .0765). No new safety signals emerged with combination treatment. The most frequently reported treatment-emergent adverse events were constipation (Arm A, 57.8%; Arm B, 53.2%) and thrombocytopenia (Arm A, 42.2%; Arm B, 45.2%). DNA methylation, mutational status, and PD-L1 expression were not associated with response to treatment. In this study, first-line combination therapy with durvalumab and azacitidine in older patients with AML was feasible but did not improve clinical efficacy compared with azacitidine alone. ClinicalTrials.gov: NCT02775903.","Clinical Trial, Phase II, Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Aged, Antibodies, Monoclonal, Antineoplastic Combined Chemotherapy Protocols, Azacitidine, Humans, Leukemia, Myeloid, Acute",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02775903']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02775903
34910556,Measurable Residual Disease Response and Prognosis in Treatment-Naïve Acute Myeloid Leukemia With Venetoclax and Azacitidine.,"Pratz Keith W, Jonas Brian A, Pullarkat Vinod, Recher Christian, Schuh Andre C, Thirman Michael J, Garcia Jacqueline S, DiNardo Courtney D, Vorobyev Vladimir, Fracchiolla Nicola S, Yeh Su-Peng, Jang Jun Ho, Ozcan Muhit, Yamamoto Kazuhito, Illes Arpad, Zhou Ying, Dail Monique, Chyla Brenda, Potluri Jalaja, Döhner Hartmut",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2022', 'Month': 'Mar', 'Day': '10'}","There is limited evidence on the clinical utility of monitoring measurable residual disease (MRD) in patients with acute myeloid leukemia treated with lower-intensity therapy. Herein, we explored the outcomes of patients treated with venetoclax and azacitidine who achieved composite complete remission (CRc; complete remission + complete remission with incomplete hematologic recovery) and MRD < 10<sup>-3</sup> in the VIALE-A trial.","Clinical Trial, Journal Article","Azacitidine, Bridged Bicyclo Compounds, Heterocyclic, Humans, Leukemia, Myeloid, Acute, Neoplasm, Residual, Prognosis, Remission Induction, Sulfonamides",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02993523']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial', attributes={'UI': 'D016430'}), StringElement('Journal Article', attributes={'UI': 'D016428'})]",ClinicalTrials.gov,NCT02993523
34895843,Antifungal Prophylaxis in AML Patients Receiving Intensive Induction Chemotherapy: A Prospective Observational Study From the Acute Leukaemia French Association (ALFA) Group.,"Michallet Mauricette, Sobh Mohamad, Morisset Stephane, Deloire Alexandre, Raffoux Emmanuel, de Botton Stephane, Caillot Denis, Chantepie Sylvain, Girault Stephane, Berthon Celine, Bertoli Sarah, Lepretre Stephane, Leguay Thibaut, Castaigne Sylvie, Marolleau Jean-Pierre, Pautas Cecile, Malfuson Jean-Valere, Veyn Norbert, Braun Thorsten, Gastaud Lauris, Suarez Felipe, Schmidt Aline, Gressin Remy, Bonmati Caroline, Celli-Lebras Karine, El-Hamri Mohamed, Ribaud Patricia, Dombret Herve, Thomas Xavier, Bergeron Anne","Clinical lymphoma, myeloma & leukemia","{'Year': '2022', 'Month': 'May'}","Although recommended in patients with acute myeloblastic leukaemia (AML) after induction chemotherapy, real-life use of antifungal prophylaxis (AFP) is different among centres.","Journal Article, Observational Study, Research Support, Non-U.S. Gov't","Acute Disease, Antifungal Agents, Humans, Induction Chemotherapy, Leukemia, Myeloid, Acute, Mycoses, alpha-Fetoproteins","ListElement([StringElement('Acute myeloid leukemia', attributes={'MajorTopicYN': 'N'}), StringElement('Antifungal prophylaxis', attributes={'MajorTopicYN': 'N'}), StringElement('Fungal infection', attributes={'MajorTopicYN': 'N'}), StringElement('induction chemotherapy', attributes={'MajorTopicYN': 'N'}), StringElement('recommendations', attributes={'MajorTopicYN': 'N'})], attributes={'Owner': 'NOTNLM'})","ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00932412']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Observational Study', attributes={'UI': 'D064888'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00932412
34872106,Unrelated donor α/β T cell- and B cell-depleted HSCT for the treatment of pediatric acute leukemia.,"Leahy Allison Barz, Li Yimei, Talano Julie-An, Elgarten Caitlin W, Seif Alix E, Wang Yongping, Johnson Bryon, Monos Dimitri S, Kadauke Stephan, Olson Timothy S, Freedman Jason, Wray Lisa, Grupp Stephan A, Bunin Nancy",Blood advances,"{'Year': '2022', 'Month': 'Feb', 'Day': '22'}","Unrelated donor (URD) hematopoietic stem cell transplant (HSCT) is associated with an increased risk of severe graft-versus-host disease (GVHD). TCRαβ/CD19 depletion may reduce this risk, whereas maintaining graft-versus-leukemia. Outcome data with TCRαβ/CD19 depletion generally describe haploidentical donors, with relatively few URDs. We hypothesized that TCRαβ/CD19-depletion would attenuate the risks of GVHD and relapse for URD HSCT. Sixty pediatric and young adult (YA) patients with hematologic malignancies who lacked a matched-related donor were enrolled at 2 large pediatric transplantation centers between October 2014 and September 2019. All patients with acute leukemia had minimal residual disease testing, and DP typing was available for 77%. All patients received myeloablative total body irradiation- or busulfan-based conditioning with no posttransplant immune suppression. Engraftment occurred in 98%. Four-year overall survival was 69% (95% confidence interval [CI], 52%-81%), and leukemia-free survival was 64% (95% CI, 48%-76%), with no difference between lymphoid and myeloid malignancies (P = .6297 and P = .5441, respectively). One patient (1.7%) experienced primary graft failure. Relapse occurred in 11 patients (3-year cumulative incidence, 21%; 95% CI, 11-34), and 8 patients (cumulative incidence, 15%; 95% CI, 6.7-26) experienced nonrelapse mortality. Grade III to IV acute GVHD was seen in 8 patients (13%), and 14 patients (26%) developed chronic GVHD, of which 6 (11%) had extensive disease. Nonpermissive DP mismatch was associated with higher likelihood of acute GVHD (odds ratio, 16.50; 95% CI, 1.67-163.42; P = .0166) but not with the development of chronic GVHD. URD TCRαβ/CD19-depleted peripheral HSCT is a safe and effective approach to transplantation for children/YAs with leukemia. This trial was registered at www.clinicaltrials.gov as #NCT02323867.","Journal Article, Research Support, N.I.H., Extramural","Acute Disease, Antigens, CD19, Child, Graft vs Host Disease, Hematopoietic Stem Cell Transplantation, Humans, Leukemia, Myeloid, Acute, Receptors, Antigen, T-Cell, alpha-beta, Recurrence, T-Lymphocytes, Unrelated Donors, Young Adult",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02323867']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT02323867
34871371,Donor memory-like NK cells persist and induce remissions in pediatric patients with relapsed AML after transplant.,"Bednarski Jeffrey J, Zimmerman Clare, Berrien-Elliott Melissa M, Foltz Jennifer A, Becker-Hapak Michelle, Neal Carly C, Foster Mark, Schappe Timothy, McClain Ethan, Pence Patrick P, Desai Sweta, Kersting-Schadek Samantha, Wong Pamela, Russler-Germain David A, Fisk Bryan, Lie Wen-Rong, Eisele Jeremy, Hyde Stephanie, Bhatt Sima T, Griffith Obi L, Griffith Malachi, Petti Allegra A, Cashen Amanda F, Fehniger Todd A",Blood,"{'Year': '2022', 'Month': 'Mar', 'Day': '17'}","Pediatric and young adult (YA) patients with acute myeloid leukemia (AML) who relapse after allogeneic hematopoietic cell transplantation (HCT) have an extremely poor prognosis. Standard salvage chemotherapy and donor lymphocyte infusions (DLIs) have little curative potential. Previous studies showed that natural killer (NK) cells can be stimulated ex vivo with interleukin-12 (IL-12), -15, and -18 to generate memory-like (ML) NK cells with enhanced antileukemia responses. We treated 9 pediatric/YA patients with post-HCT relapsed AML with donor ML NK cells in a phase 1 trial. Patients received fludarabine, cytarabine, and filgrastim followed 2 weeks later by infusion of donor lymphocytes and ML NK cells from the original HCT donor. ML NK cells were successfully generated from haploidentical and matched-related and -unrelated donors. After infusion, donor-derived ML NK cells expanded and maintained an ML multidimensional mass cytometry phenotype for >3 months. Furthermore, ML NK cells exhibited persistent functional responses as evidenced by leukemia-triggered interferon-γ production. After DLI and ML NK cell adoptive transfer, 4 of 8 evaluable patients achieved complete remission at day 28. Two patients maintained a durable remission for >3 months, with 1 patient in remission for >2 years. No significant toxicity was experienced. This study demonstrates that, in a compatible post-HCT immune environment, donor ML NK cells robustly expand and persist with potent antileukemic activity in the absence of exogenous cytokines. ML NK cells in combination with DLI present a novel immunotherapy platform for AML that has relapsed after allogeneic HCT. This trial was registered at https://clinicaltrials.gov as #NCT03068819.","Clinical Trial, Phase I, Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Child, Hematopoietic Stem Cell Transplantation, Humans, Killer Cells, Natural, Leukemia, Myeloid, Acute, Transplantation, Homologous, Unrelated Donors",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03068819']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT03068819
34855461,CD123 Expression Is Associated With High-Risk Disease Characteristics in Childhood Acute Myeloid Leukemia: A Report From the Children's Oncology Group.,"Lamble Adam J, Eidenschink Brodersen Lisa, Alonzo Todd A, Wang Jim, Pardo Laura, Sung Lillian, Cooper Todd M, Kolb E Anders, Aplenc Richard, Tasian Sarah K, Loken Michael R, Meshinchi Soheil",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"{'Year': '2022', 'Month': 'Jan', 'Day': '20'}","Increased CD123 surface expression has been associated with high-risk disease characteristics in adult acute myeloid leukemia (AML), but has not been well-characterized in childhood AML. In this study, we defined CD123 expression and associated clinical characteristics in a uniformly treated cohort of pediatric patients with newly diagnosed AML enrolled on the Children's Oncology Group AAML1031 phase III trial (NCT01371981).","Journal Article, Multicenter Study, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Antineoplastic Combined Chemotherapy Protocols, Biomarkers, Tumor, Clinical Trials, Phase III as Topic, Flow Cytometry, Humans, Immunophenotyping, Interleukin-3 Receptor alpha Subunit, Leukemia, Myeloid, Acute, Neoplasm, Residual, Predictive Value of Tests, Progression-Free Survival, Randomized Controlled Trials as Topic, Recurrence, Retrospective Studies, Risk Assessment, Risk Factors, Time Factors",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01371981']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT01371981
34847232,"Molecular, clinical, and prognostic implications of PTPN11 mutations in acute myeloid leukemia.","Fobare Sydney, Kohlschmidt Jessica, Ozer Hatice Gulcin, Mrózek Krzysztof, Nicolet Deedra, Mims Alice S, Garzon Ramiro, Blachly James S, Orwick Shelley, Carroll Andrew J, Stone Richard M, Wang Eunice S, Kolitz Jonathan E, Powell Bayard L, Oakes Christopher C, Eisfeld Ann-Kathrin, Hertlein Erin, Byrd John C",Blood advances,"{'Year': '2022', 'Month': 'Mar', 'Day': '08'}","Prognostic factors associated with chemotherapy outcomes in patients with acute myeloid leukemia (AML) are extensively reported, and one gene whose mutation is recognized as conferring resistance to several newer targeted therapies is protein tyrosine phosphatase non-receptor type 11 (PTPN11). The broader clinical implications of PTPN11 mutations in AML are still not well understood. The objective of this study was to determine which cytogenetic abnormalities and gene mutations co-occur with PTPN11 mutations and how PTPN11 mutations affect outcomes of patients treated with intensive chemotherapy. We studied 1725 patients newly diagnosed with AML (excluding acute promyelocytic leukemia) enrolled onto the Cancer and Leukemia Group B/Alliance for Clinical Trials in Oncology trials. In 140 PTPN11-mutated patient samples, PTPN11 most commonly co-occurred with mutations in NPM1, DNMT3A, and TET2. PTPN11 mutations were relatively common in patients with an inv(3)(q21q26)/t(3;3)(q21;q26) and a normal karyotype but were very rare in patients with typical complex karyotype and core-binding factor AML. Mutations in the N-terminal SH2 domain of PTPN11 were associated with a higher early death rate than those in the phosphatase domain. PTPN11 mutations did not affect outcomes of NPM1-mutated patients, but these patients were less likely to have co-occurring kinase mutations (ie, FLT3-ITD), suggesting activation of overlapping signaling pathways. However, in AML patients with wild-type NPM1, PTPN11 mutations were associated with adverse patient outcomes, providing a rationale to study the biology and treatment approaches in this molecular group. This trial was registered at www.clinicaltrials.gov as #NCT00048958 (CALGB 8461), #NCT00899223 (CALGB 9665), and #NCT00900224 (CALGB 20202).","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Clinical Trials as Topic, Humans, Leukemia, Myeloid, Acute, Mutation, Nucleophosmin, Phosphoric Monoester Hydrolases, Prognosis, Protein Tyrosine Phosphatase, Non-Receptor Type 11",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT00900224', 'NCT00048958', 'NCT00899223']}], attributes={'CompleteYN': 'Y'})","[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT00900224
34807983,"GM-CSF secreting leukemia cell vaccination for MDS/AML after allogeneic HSCT: a randomized, double-blinded, phase 2 trial.","Ho Vincent T, Kim Haesook T, Brock Jennifer, Galinsky Ilene, Daley Heather, Reynolds Carol, Weber Augustine, Pozdnyakova Olga, Severgnini Mariano, Nikiforow Sarah, Cutler Corey, Koreth John, Alyea Edwin P, Antin Joseph H, Gooptu Mahasweta, Romee Rizwan, Shapiro Roman, Chen Yi-Bin, Rosenblatt Jacalyn, Avigan David, Hodi F Stephen, Dranoff Glenn, Wu Catherine J, Ritz Jerome, Soiffer Robert J",Blood advances,"{'Year': '2022', 'Month': 'Apr', 'Day': '12'}","Vaccination using irradiated, adenovirus transduced autologous myeloblasts to secrete granulocyte-macrophage colony-stimulating factor (GVAX) early after allogeneic hematopoietic stem cell transplantation (HSCT) can induce potent immune responses. We conducted a randomized phase 2 trial of GVAX after HSCT for myelodysplastic syndrome with excess blasts or relapsed/refractory acute myeloid leukemia. Myeloblasts were harvested before HSCT to generate the vaccine. Randomization to GVAX vs placebo (1:1) was stratified according to disease, transplant center, and conditioning. Graft-versus-host disease (GVHD) prophylaxis included tacrolimus and methotrexate. GVAX or placebo vaccination was started between day 30 and 45 if there was engraftment and no GVHD. Vaccines were administered subcutaneously/intradermally weekly × 3, then every 2 weeks × 3. Tacrolimus taper began after vaccine completion. A total of 123 patients were enrolled, 92 proceeded to HSCT, and 57 (GVAX, n = 30; placebo, n = 27) received at least 1 vaccination. No Common Toxicity Criteria grade 3 or worse vaccine-related adverse events were reported, but injection site reactions were more common after GVAX (10 vs 1; P = .006). With a median follow-up of 39 months (range, 9-89 months), 18-month progression-free survival, overall survival, and relapse incidence were 53% vs 55% (P = .79), 63% vs 59% (P = .86), and 30% vs 37% (P = .51) for GVAX and placebo, respectively. Nonrelapse mortality at 18 months was 17% vs 7.7% (P = .18), grade II to IV acute GVHD at 12 months was 34% vs 12% (P = .13), and chronic GVHD at 3 years was 49% vs 57% for GVAX and placebo (P = .26). Reconstitution of T, B, and natural killer cells was not decreased or enhanced by GVAX. There were no differences in serum major histocompatibility chain-related protein A/B or other immune biomarkers between GVAX and placebo. GVAX does not improve survival after HSCT for myelodysplastic syndrome/acute myeloid leukemia. This trial was registered at www.clinicaltrials.gov as #NCT01773395.","Clinical Trial, Phase II, Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural","Graft vs Host Disease, Granulocyte-Macrophage Colony-Stimulating Factor, Hematopoietic Stem Cell Transplantation, Humans, Leukemia, Myeloid, Acute, Vaccination",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT01773395']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase II', attributes={'UI': 'D017427'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Randomized Controlled Trial', attributes={'UI': 'D016449'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT01773395
34797911,Systemic IL-15 promotes allogeneic cell rejection in patients treated with natural killer cell adoptive therapy.,"Berrien-Elliott Melissa M, Becker-Hapak Michelle, Cashen Amanda F, Jacobs Miriam, Wong Pamela, Foster Mark, McClain Ethan, Desai Sweta, Pence Patrick, Cooley Sarah, Brunstein Claudio, Gao Feng, Abboud Camille N, Uy Geoffrey L, Westervelt Peter, Jacoby Meagan A, Pusic Iskra, Stockerl-Goldstein Keith E, Schroeder Mark A, DiPersio John F, Soon-Shiong Patrick, Miller Jeffrey S, Fehniger Todd A",Blood,"{'Year': '2022', 'Month': 'Feb', 'Day': '24'}","Natural killer (NK) cells are a promising alternative to T cells for cancer immunotherapy. Adoptive therapies with allogeneic, cytokine-activated NK cells are being investigated in clinical trials. However, the optimal cytokine support after adoptive transfer to promote NK cell expansion, and persistence remains unclear. Correlative studies from 2 independent clinical trial cohorts treated with major histocompatibility complex-haploidentical NK cell therapy for relapsed/refractory acute myeloid leukemia revealed that cytokine support by systemic interleukin-15 (IL-15; N-803) resulted in reduced clinical activity, compared with IL-2. We hypothesized that the mechanism responsible was IL-15/N-803 promoting recipient CD8 T-cell activation that in turn accelerated donor NK cell rejection. This idea was supported by increased proliferating CD8+ T-cell numbers in patients treated with IL-15/N-803, compared with IL-2. Moreover, mixed lymphocyte reactions showed that IL-15/N-803 enhanced responder CD8 T-cell activation and proliferation, compared with IL-2 alone. Additionally, IL-15/N-803 accelerated the ability of responding T cells to kill stimulator-derived memory-like NK cells, demonstrating that additional IL-15 can hasten donor NK cell elimination. Thus, systemic IL-15 used to support allogeneic cell therapy may paradoxically limit their therapeutic window of opportunity and clinical activity. This study indicates that stimulating patient CD8 T-cell allo-rejection responses may critically limit allogeneic cellular therapy supported with IL-15. This trial was registered at www.clinicaltrials.gov as #NCT03050216 and #NCT01898793.","Clinical Trial, Phase I, Journal Article, Multicenter Study, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't","Allogeneic Cells, Antineoplastic Agents, CD8-Positive T-Lymphocytes, Female, Hematopoietic Stem Cell Transplantation, Humans, Immunotherapy, Adoptive, Interleukin-15, Killer Cells, Natural, Leukemia, Myeloid, Acute, Male, Recombinant Fusion Proteins",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT03050216', 'NCT01898793']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial, Phase I', attributes={'UI': 'D017426'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Multicenter Study', attributes={'UI': 'D016448'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT03050216
34794172,Treatment patterns and outcomes of 2310 patients with secondary acute myeloid leukemia: a PETHEMA registry study.,"Martínez-Cuadrón David, Megías-Vericat Juan E, Serrano Josefina, Martínez-Sánchez Pilar, Rodríguez-Arbolí Eduardo, Gil Cristina, Aguiar Eliana, Bergua Juan, López-Lorenzo José L, Bernal Teresa, Espadana Ana, Colorado Mercedes, Rodríguez-Medina Carlos, López-Pavía María, Tormo Mar, Algarra Lorenzo, Amigo María-Luz, Sayas María J, Labrador Jorge, Rodríguez-Gutiérrez Juan I, Benavente Celina, Costilla-Barriga Lissette, García-Boyero Raimundo, Lavilla-Rubira Esperanza, Vives Susana, Herrera Pilar, García-Belmonte Daniel, Herráez María Mar, Vasconcelos Esteves Graça, Gómez-Roncero Maria I, Cabello Ana, Bautista Guiomar, Balerdi Amaia, Mariz José, Boluda Blanca, Sanz Miguel Á, Montesinos Pau",Blood advances,"{'Year': '2022', 'Month': 'Feb', 'Day': '22'}","Secondary acute myeloid leukemia (sAML) comprises a heterogeneous group of patients and is associated with poor overall survival (OS). We analyze the characteristics, treatment patterns, and outcomes of adult patients with sAML in the Programa Español de Tratamientos en Hematología (PETHEMA) registry. Overall, 6211 (72.9%) were de novo and 2310 (27.1%) had sAML, divided into myelodysplastic syndrome AML (MDS-AML, 44%), MDS/myeloproliferative AML (MDS/MPN-AML, 10%), MPN-AML (11%), therapy-related AML (t-AML, 25%), and antecedent neoplasia without prior chemotherapy/radiotherapy (neo-AML, 9%). Compared with de novo, patients with sAML were older (median age, 69 years), had more Eastern Cooperative Oncology Group ≥2 (35%) or high-risk cytogenetics (40%), less FMS-like tyrosine kinase 3 internal tandem duplication (11%), and nucleophosmin 1 (NPM1) mutations (21%) and received less intensive chemotherapy regimens (38%) (all P < .001). Median OS was higher for de novo than sAML (10.9 vs 5.6 months; P < .001) and shorter in sAML after hematologic disorder (MDS, MDS/MPN, or MPN) compared with t-AML and neo-AML (5.3 vs 6.1 vs 5.7 months, respectively; P = .04). After intensive chemotherapy, median OS was better among patients with de novo and neo-AML (17.2 and 14.6 months, respectively). No OS differences were observed after hypomethylating agents according to type of AML. sAML was an independent adverse prognostic factor for OS. We confirmed high prevalence and adverse features of sAML and established its independent adverse prognostic value. This trial was registered at www.clinicaltrials.gov as #NCT02607059.","Clinical Trial, Journal Article, Research Support, Non-U.S. Gov't","Adult, Aged, Humans, Leukemia, Myeloid, Acute, Myelodysplastic Syndromes, Neoplasms, Second Primary, Registries, Remission Induction",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02607059']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial', attributes={'UI': 'D016430'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]",ClinicalTrials.gov,NCT02607059
34762093,Assessment of Arsenic Trioxide and All-trans Retinoic Acid for the Treatment of Pediatric Acute Promyelocytic Leukemia: A Report From the Children's Oncology Group AAML1331 Trial.,"Kutny Matthew A, Alonzo Todd A, Abla Oussama, Rajpurkar Madhvi, Gerbing Robert B, Wang Yi-Cheng, Hirsch Betsy A, Raimondi Susana, Kahwash Samir, Hardy Kristina K, Hardy Steven, Meshinchi Soheil, Gamis Alan S, Kolb Edward A, Feusner James H, Gregory John",JAMA oncology,"{'Year': '2022', 'Month': 'Jan', 'Day': '01'}","All-trans retinoic acid (ATRA) and arsenic trioxide therapy without the use of maintenance therapy has been found to be beneficial for the treatment of adults with standard-risk acute promyelocytic leukemia (APL). However, it is unclear whether similar regimens are safe and beneficial for the treatment of high-risk APL or pediatric patients with standard-risk APL.","Clinical Trial, Journal Article, Research Support, N.I.H., Extramural","Adolescent, Antineoplastic Combined Chemotherapy Protocols, Arsenic Trioxide, Child, Child, Preschool, Disease-Free Survival, Humans, Infant, Leukemia, Promyelocytic, Acute, Male, Tretinoin, Young Adult",[],"ListElement([{'DataBankName': 'ClinicalTrials.gov', 'AccessionNumberList': ['NCT02339740']}], attributes={'CompleteYN': 'Y'})","[StringElement('Clinical Trial', attributes={'UI': 'D016430'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'})]",ClinicalTrials.gov,NCT02339740
